TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º]
2018-09-07/09:40:25,245.366,5692.566101,3875.5,-297.396,4159.01,25.9216,202.279,0.906753,4.42454,4.94883,8.0802202,14.175708,-149.29042,35.735852,71.963691,-354.08036,-4.0098664,-0.32950505,354.1032179,-320.64899,-17.209689,6.0589276,-1.1807378,1.9277392,-0.97260924,2.460952846,3.2603661,9.5402846,-2.0110546,2.71443,11.1005,2.51176,10.7187,17.1319,0.145449,1.86121,0.79171151,-0.39874549,0.46281196,0.513472,0.0,0.858106,0.931012,258.687,26.045985,50.047209,28.9414,5.3657044,10.70733471,13.59530914,6.2850221,2.2818353,4.0031867,1.0265,0.2357799134,26.64851818,0.463248848,1501.837934,2.386949624,108.3928871,47.09379674
2018-09-08/07:49:16,245.952,5322.376512,3115.58,-277.914,4306.23,29.7147,239.636,0.906693,3.44632,4.06187,23.665632,21.096428,-232.79494,97.949147,133.31926,-446.69978,111.30133,25.144985,461.0433274,-422.90697,84.021128,26.406098,4.2376009,-3.1983046,3.027851,6.111816046,-3.6096687,-10.715622,3.40248,6.31283,13.0821,6.22164,11.9402,21.5201,0.248317,2.1265,0.59405702,-0.59304594,0.54350048,0.55236,0.0,0.833605,0.815891,802.761,73.10093,74.123545,7.48361,4.0582525,4.346122964,6.306942024,1.6047484,0.84842798,0.75632038,1.022,0.585563214,10.73015715,0.6116817988,787.3502236,2.634702061,122.8165933,54.17059521
2018-09-09/01:30:39,246.419,5224.256818,2940.11,-311.701,4307.14,34.6019,342.14,0.906651,4.99404,5.07365,7.4682913,7.1362904,-208.59774,9.4922844,123.3117,-374.30367,47.033284,-5.2999894,377.2843186,-316.15622,63.057334,-35.622981,2.7900038,-1.5386573,0.24719651,3.195730528,2.3480236,-6.1940127,-2.0690328,3.23122,6.90988,3.22252,7.59358,20.5209,0.0862708,2.07579,0.80689422,-0.32275244,0.49472475,0.567095,0.0,0.823653,0.957636,1057.79,31.453257,43.193512,26.0884,6.8682041,10.16828276,11.99507951,2.8281376,1.4462143,1.3819233,1.0615,0.3061777751,20.52136314,0.5935755468,1232.239402,2.357405372,102.0255251,55.75169141
2018-09-18/06:09:45,252.254,4989.24493,2866.08,-1061.62,3943.49,33.072,349.401,0.90656,3.72358,4.31172,21.929369,16.581764,-238.33558,25.004128,117.4707,-504.58266,53.12989,14.624169,507.5828132,-455.04182,85.804924,12.516869,2.4630464,-1.9950106,0.61685523,3.229113692,-1.6957574,-2.9102964,2.959906,3.2315,5.15572,3.23459,6.13218,16.013,0.0578997,2.42802,0.46402622,-0.69165504,0.55343742,0.553421,0.0,0.832902,0.781746,1207.06,36.562414,69.814464,27.5035,3.6335133,7.187533576,13.88263951,5.518985,3.142672,2.376313,1.028,0.3093761621,20.30920955,0.8010525023,1640.665557,2.557226792,118.1556524,54.9387598
2018-09-18/19:15:03,252.6,5651.810533,4245.0,-1633.13,3354.97,16.7014,152.311,0.90658,3.27719,3.3508,18.647989,12.665547,-241.73495,-70.280373,135.90754,-476.14921,30.816539,-8.4325758,477.2199049,-427.8731,62.734034,-13.310764,3.0448536,0.72023849,0.9200997,3.261358672,6.1082991,2.3668845,-5.6573156,3.25768,8.71747,3.26876,9.61413,30.937,0.0615628,3.92574,0.90428562,-0.21937902,0.36625179,0.471023,0.0,0.882121,0.998028,194.057,39.384738,64.535784,25.9555,6.511962,11.18260154,12.11687392,3.8673982,2.3031317,1.5642665,1.0395,0.3124655015,20.10841286,0.6231967734,1527.272299,2.900816571,125.9459007,41.31539666
2018-10-06/19:19:31,264.009,5162.756577,3200.7,-3220.87,2456.74,12.2995,302.155,0.908811,10.4064,14.3831,7.7214808,12.652084,-186.15709,-62.336733,91.019088,-357.49469,15.971921,6.9792613,357.9193565,-326.5733,39.526168,13.251401,0.55260272,-1.2603525,1.6902252,2.179614511,-2.6682129,-10.174445,-4.9068617,2.21156,10.4102,2.18631,12.4718,32.5551,0.0858122,3.36518,0.56206065,-0.61356057,0.55464516,0.538758,0.0,0.842461,0.91757,936.528,14.782772,45.93662,21.9669,4.4678702,13.99348006,24.21192429,17.860676,6.7691085,11.091568,1.005,0.2088253424,30.0882318,1.113159411,1713.965136,1.40012971,70.67805497,51.68682279
2018-10-07/12:51:46,264.471,5493.900013,3619.72,-3676.26,1888.3,2.5386,42.7492,0.908966,6.77321,8.91738,35.780415,24.915923,-247.01902,-76.60458,54.938003,-524.16988,70.080741,28.773264,529.6161573,-473.287,95.786536,24.470051,-2.0842951,3.7155732,-4.8435917,6.45059306,8.2464806,8.8568858,-14.817254,6.8891,21.4952,6.52042,19.5611,31.4899,0.174722,2.53785,0.68388636,-0.61611294,0.39077396,0.526458,0.0,0.850201,0.963959,496.115,54.648044,86.759512,29.6247,4.2296125,7.144014895,9.691401897,3.8936411,2.2952965,1.5983446,1.049,0.618020892,10.16662283,1.586366274,856.9551033,1.778180667,87.60675145,48.78688695
2018-10-11/13:43:45,267.018,5615.431819,3507.44,-4194.52,1279.43,0.1156,62.8837,0.909907,2.94031,3.04211,13.171453,10.310771,-174.7834,-60.706466,16.088067,-417.55967,9.00826,1.3808513,417.6591116,-373.91982,-2.4574779,28.227199,-0.84448311,2.3079962,-1.5512137,2.906245366,6.4481981,8.0910249,-4.7741716,3.05258,11.9842,2.94233,12.0894,19.0996,0.184273,1.64662,0.67114445,-0.67252206,0.31189616,0.548774,0.0,0.835971,0.964,529.456,37.42754,55.301675,26.4174,4.8540437,7.637969966,11.15913874,3.2114366,1.8013321,1.4101044,1.0525,0.2784426698,22.56545418,0.4282757824,1499.982427,3.04443751,132.9652904,51.34662605
2018-10-11/22:39:46,267.253,4935.885103,2661.36,-3416.97,2367.37,12.7571,295.582,0.910001,7.63479,8.75273,12.486865,8.3770221,-212.22571,-39.266751,80.97519,-459.09623,31.610977,13.732722,460.3880862,-408.23508,71.589955,19.658304,1.9841506,-2.0676806,-0.59650189,2.927109696,-3.6170638,-7.5550102,-1.4572275,3.22277,8.19021,2.95139,8.98908,22.7907,0.119394,2.7599,0.69255696,-0.71794022,0.070190349,0.565231,0.0,0.824933,0.927473,1248.51,23.298295,51.90574,15.784,6.4852787,14.57965815,19.76059133,7.36359,4.4070481,2.9565419,1.007,0.2804416475,22.40460846,1.351237609,1641.653764,1.794827666,82.51564504,57.37175848
2018-10-12/16:04:30,267.71,5966.907829,3757.49,-4605.3,525.804,-7.45008,34.9314,0.910188,4.1676,5.59489,19.498383,20.707874,-207.25751,-103.87305,114.6898,-465.82103,13.444501,19.338162,466.4160708,-411.84245,18.073249,33.038398,4.1358781,-3.903234,-2.4782374,6.203417117,-3.8585585,-13.196956,-10.476377,6.67157,17.1516,6.38107,17.5213,25.3323,0.344648,1.96972,0.75225629,-0.6587317,0.013528666,0.553865,0.0,0.832606,0.989677,203.278,68.178386,67.762412,24.4101,4.4429237,5.265767061,6.841113411,1.6570776,0.80361457,0.85346307,1.129,0.5943393645,10.5717132,0.7570412025,784.7638886,2.24490902,111.6842243,50.97042353
2018-10-12/20:32:34,267.827,5672.725043,3469.22,-4364.4,1047.06,-3.901,330.784,0.910237,4.05904,5.29199,31.135443,25.361624,-242.45908,-32.638722,19.325789,-528.93734,52.348771,19.842924,531.8917607,-468.38777,42.111353,40.800863,3.2396943,-3.1919117,4.129284,6.142874393,-5.0564305,-10.487265,11.435801,5.97699,15.947,6.27464,16.9733,25.4842,0.418613,2.77279,0.77159082,-0.53884285,0.33807691,0.556411,0.0,0.830908,0.97655,524.64,67.931886,82.680208,23.9109,4.7275934,6.324313187,7.829780564,2.3454232,1.292559,1.0528643,1.0705,0.588538864,10.67590552,0.9588624961,903.7495962,2.30826153,113.1678803,52.2975076
2018-10-13/22:55:49,268.523,5282.110063,2979.82,-4046.83,1626.2,-7.94544,303.234,0.910533,2.54982,3.1616,26.641983,17.701597,-260.61472,-121.08668,83.554879,-531.6773,42.584045,-6.7197927,533.4222604,-479.31468,79.035183,-8.3297213,1.7094424,-2.1631729,-0.16479075,2.762004038,3.0377682,-5.5243347,-9.1095434,2.87769,10.3381,2.79064,11.9499,24.247,0.138637,2.48147,0.82382038,-0.47939929,0.30248354,0.562979,0.0,0.826471,0.994788,416.211,38.119291,74.983007,29.8551,5.9140786,12.07929032,13.993499,5.8463367,3.5125266,2.3338101,1.0305,0.2646231414,23.74389963,0.605812555,2015.780848,2.986352434,142.7841779,55.65779582
2018-10-14/07:35:33,268.748,6247.433471,3822.67,-4937.28,-202.201,-18.5971,173.132,0.910632,1.95135,2.24329,23.217331,18.67954,-223.83538,-117.58805,53.711127,-516.8924,34.83721,-0.14521957,518.0650591,-472.00057,63.425105,-16.674107,1.2087172,-2.5874517,0.13480142,2.859033926,-4.0998772,-5.9092791,9.3569829,2.76452,13.3308,2.92395,12.5109,21.361,0.132775,2.36663,0.76620529,-0.60224356,0.22412528,0.570493,0.0,0.821303,0.967342,209.501,45.656037,72.55709,28.4139,5.4234626,9.134799063,11.34713158,3.8505951,2.1338238,1.7167713,1.0465,0.2739194181,22.9380792,0.4373108502,1891.304613,3.545290369,163.2177026,52.27454753
2018-10-17/14:53:25,270.826,6193.51537,3445.89,-5123.08,-489.414,-17.8056,91.9593,0.911593,3.33054,3.23063,9.578701,8.5842923,-164.49251,-81.423741,32.194874,-356.55097,1.3830353,5.2300027,356.5920077,-332.36177,1.6770756,9.7715272,1.5273606,-0.95395219,-1.7325754,2.498934313,-2.5851349,-5.307064,-0.86672053,2.67282,6.52625,2.57138,6.52625,17.4801,0.141389,1.75594,0.64678374,-0.6798031,-0.34574345,0.591144,0.0,0.806566,0.941151,165.745,30.733062,48.760691,26.5505,4.5400926,7.593119122,11.60287926,3.6839898,1.9428426,1.7411472,1.044,0.2394188563,26.2434856,0.3536261229,1489.406529,2.954274938,124.9331011,56.19482819
2018-10-19/06:34:49,271.865,5719.446369,2952.69,-4890.46,277.65,-10.7225,232.241,0.91211,3.75823,3.93716,6.3150945,7.5952228,-147.60905,-64.288477,50.646728,-281.63834,27.697245,2.2353749,283.0058106,-269.01395,38.62323,-0.40038572,1.2196887,-1.6898985,0.41343863,2.124695029,-2.5264542,-4.8021974,-2.4706988,2.26766,6.39787,2.17756,6.26006,14.6507,0.117581,1.69833,0.57070225,-0.81029444,0.13312346,0.598686,0.0,0.800984,0.945973,565.129,24.500476,41.269231,3.62977,4.4265058,7.464221393,11.55103316,4.4394652,2.0154567,2.4240085,1.0005,0.2035635956,30.86595758,0.2513393776,1390.257476,2.676104011,117.6097074,58.9186547
2018-10-19/15:14:37,272.092,6244.077891,3257.82,-5262.45,-825.674,-24.2277,101.661,0.912227,3.40583,3.70774,4.8367567,8.156944,-134.41104,-52.932051,29.512271,-262.61585,15.36041,0.94236862,263.0663698,-258.52587,15.904565,-14.332256,1.1503023,-2.2556086,0.4633681,2.574038759,-1.9583898,-4.730386,-0.7410698,2.73356,5.69225,2.77479,5.36484,11.9996,0.271305,1.02864,0.58813189,-0.79918533,0.12411162,0.61023,0.0,0.792225,0.935986,11.8889,32.795504,38.604745,9.7725,4.1894688,5.080318682,8.021415674,2.3144453,0.86152584,1.4529195,1.015,0.2466144919,25.47776191,0.1968068026,1066.710913,2.7576547,123.5444851,58.55058589
2018-10-24/14:09:13,275.195,6120.870814,2640.96,-5404.27,-1133.25,-20.3663,160.752,0.913935,12.1337,13.7239,7.3903661,9.987255,-162.50649,-66.010074,-3.8151463,-309.56416,25.940219,-11.501199,310.8619335,-294.40877,42.378011,-33.924514,1.3787836,-3.8406361,-0.30548957,4.092047623,-6.931373,-9.6091503,0.091579071,4.93152,11.5937,4.23598,12.4869,22.8343,0.256366,3.22335,0.57089327,-0.82058603,0.026822317,0.639995,0.0,0.768379,0.949131,571.391,26.524915,45.013911,16.1523,4.3226358,7.476848303,11.71962035,4.7317842,2.0123363,2.7194479,1.013,0.3920524668,16.02638891,0.9790724187,792.9090104,1.433361544,65.4543057,64.4392396
2018-10-30/02:01:28,278.627,6221.481862,2059.29,-5528.7,-1974.75,-37.2469,23.5498,0.916075,9.24669,7.39607,3.6254859,6.6708823,-144.66429,-59.151418,-9.6402829,-281.22442,19.885477,-7.9632132,282.0390387,-251.06597,42.078485,-33.530246,0.60516822,-2.2902104,-0.22673584,2.379643123,-2.2703125,-4.4925029,-1.255276,2.38798,6.67794,2.3904,5.91637,16.9861,0.110692,1.5143,0.62580312,-0.7746739,-0.090833912,0.681268,0.0,0.732034,0.975933,393.836,17.146433,37.122478,24.0257,5.0301754,11.12024581,16.44884617,6.7093301,2.3624429,4.3468872,1.0175,0.2279897603,27.559068,0.6141737138,1237.068886,1.952513362,74.97935464,70.67071738
2018-10-30/10:53:59,278.854,6410.812894,2081.53,-5555.88,-2428.57,-31.5197,255.628,0.916226,11.4907,14.1329,5.7021508,10.950853,-174.94933,-90.771488,-15.834512,-302.97102,22.804375,-6.4787841,303.8971094,-278.64718,-10.484625,-50.642286,2.9117576,-3.4592019,-0.8253165,4.596254718,-0.87897027,0.19690776,-12.6843,4.9671,13.5525,4.88657,13.2414,16.9954,0.317307,2.30531,0.59092072,-0.69819912,-0.40414192,0.681268,0.0,0.732034,0.978691,706.014,31.443275,41.996391,13.4939,4.4462228,6.116904158,9.664931831,3.2268565,1.1049071,2.1219494,1.0155,0.4403597334,14.26830119,0.8861068629,690.1110305,1.412468847,67.26073424,71.05317533
2018-10-31/08:54:54,279.425,6335.410406,1950.25,-5543.1,-2368.12,-31.5786,293.215,0.91661,10.0471,12.2119,6.3589811,11.526813,-162.2286,-73.834088,26.984188,-306.49745,11.830948,36.315327,308.868032,-283.64096,23.447698,43.955733,1.7219628,-1.8052509,-1.7695593,3.05866422,-3.2769261,-3.9687217,-5.3784779,3.39065,8.86548,3.24337,8.66488,20.4511,0.159699,2.83777,0.59690815,-0.68647031,-0.41528204,0.687558,0.0,0.726129,0.979646,852.746,22.318854,43.865234,11.0487,4.6703371,9.236743225,13.83888402,6.878711,2.4456053,4.4331057,1.004,0.2930456738,21.44097616,0.8003374184,1053.992806,1.519507687,71.93073277,72.07129928
2018-11-01/07:03:35,280.0,5344.950482,1436.23,-5138.29,-322.048,-19.6999,332.735,0.917005,10.7129,13.2355,4.1021385,9.0240497,-147.93266,-54.85619,10.267462,-301.48346,36.687537,6.6332017,303.7799391,-263.46973,27.936626,-42.07167,1.2217752,-1.9233184,-0.32727628,2.301955271,-2.7348478,-3.6553631,2.2358564,2.32892,6.4676,2.40236,6.99352,16.6857,0.215921,2.92182,0.4581412,-0.88188627,0.11128003,0.69236,0.0,0.721552,0.93514,1571.39,16.00959,36.809515,15.3841,4.5745792,10.60227566,18.97487313,9.8111715,3.0661441,6.7450274,1.005,0.2205466128,28.48914897,0.8254897933,1377.395623,1.459568039,69.65965537,74.41261083
2018-11-03/07:05:58,281.241,7130.254931,1820.31,-5292.16,-4418.15,-47.0852,337.861,0.917881,5.49907,7.23141,3.994144,14.096493,-186.13651,-63.536723,-16.345704,-286.96976,8.1942017,6.3936407,287.1579125,-276.49755,21.174863,0.42497109,0.31109049,-2.4298538,-0.042432148,2.450054544,-2.9276062,-4.4793494,-0.060747254,2.37961,7.0209,2.46736,5.82674,19.095,0.146654,1.26606,0.52849065,-0.83371211,-0.16006796,0.701891,0.0,0.712284,0.897647,227.188,22.950047,40.803748,26.2705,3.7599503,6.950567779,12.51230172,6.5800529,1.4527779,5.127275,1.021,0.2347357647,26.76705578,0.3786319854,1223.324076,1.974617712,97.22774717,75.2090041
2018-11-03/20:24:39,281.586,6630.386926,1641.45,-5456.24,-3390.74,-39.3348,146.607,0.91813,7.78552,10.3603,11.052252,19.905845,-221.10983,-77.338266,-55.112698,-357.08415,43.48034,23.157009,360.4661943,-332.24309,59.579071,48.558772,-1.2778843,5.4252367,1.1710221,5.695390618,3.7138216,8.8251814,-8.6364066,5.52198,12.3626,5.79372,13.204,22.9311,0.295523,2.31817,0.43136127,-0.89751788,-0.091592059,0.701891,0.0,0.712284,0.876243,664.229,45.290813,56.553245,13.9367,3.3147373,4.309431433,7.95892523,2.8913235,1.0322222,1.8591013,1.0195,0.545666167,11.51470567,0.8447013396,660.5983953,1.649712843,81.71297728,75.66654743
2018-11-04/18:18:12,282.15,7138.90804,1662.4,-5211.9,-4586.56,-47.8761,181.78,0.918544,2.9547,3.40823,23.12471,16.555894,-287.61375,-51.011654,-105.33019,-501.13437,60.871601,-19.107265,505.1792713,-451.69859,84.709407,-48.479062,-0.80818546,2.2711699,0.68739131,2.506767493,7.6004624,5.1350148,6.7074277,2.61841,12.9072,2.54663,11.6749,21.5846,0.138481,2.96367,0.57059695,-0.66634483,-0.48000385,0.705778,0.0,0.708433,0.981088,340.312,32.315128,71.190564,23.1755,4.3744758,9.8200341,15.63290331,7.2796273,4.2423566,3.0372707,1.015,0.2401693407,26.1614796,0.6296379727,2103.42948,2.876272796,132.641111,76.53420985
2018-11-05/03:19:38,282.384,6015.84303,1314.69,-5444.6,-2195.06,-33.0448,56.7073,0.918717,3.04422,2.8783,18.966288,13.440113,-310.19666,-118.60517,-83.427109,-492.09041,35.819428,-23.436904,493.9486729,-408.98594,64.675794,-55.534675,-1.8322896,1.6860567,-1.1548943,2.744786552,0.18276837,2.6524852,-7.4044723,2.19679,8.66123,2.78702,8.47164,14.9288,0.270399,1.57335,0.70267011,-0.70165277,0.11805976,0.709692,0.0,0.704512,0.925547,1293.37,34.84165,66.263163,18.2402,5.5413045,10.72500811,14.17695984,5.1141802,2.9931437,2.1210366,1.0145,0.2629735619,23.89284026,0.6201919949,1878.320655,3.12987139,130.6763001,77.37682576
2018-11-22/06:13:20,292.887,7881.522288,1945.76,6727.99,-3614.77,-22.8178,354.609,0.927703,1.72705,1.72226,8.4748011,9.4138143,-215.22062,112.45622,-54.482161,-368.63993,27.021139,-26.371551,370.5684804,-334.70614,43.797824,-47.000981,0.94336161,2.1411661,0.15986413,2.345224922,-1.3440343,5.5065862,3.2050016,2.67257,6.35096,2.47277,6.8043,12.9519,0.215921,1.22056,0.79044208,0.60758392,-0.0777374,0.714282,0.0,0.699858,0.961779,408.134,41.041832,47.5171,29.8453,4.9968824,6.649821277,9.029043352,2.0345384,0.96387047,1.0706679,1.1225,0.2246922081,27.96352112,0.1980287926,1649.227107,4.046179669,173.4931736,75.70726358
