TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º]
2015-09-25/22:15:57,46.4957,4424.19127,4410.48,-173.341,-301.807,22.6268,70.3786,1.08422,2.38272,3.3772,21.191935,13.133707,-12.629194,15.368872,4.532038,-448.1411,41.424948,19.916172,450.4920929,-383.9852,7.1447932,140.89987,0.049515597,2.5457036,1.006095,2.737751954,-0.06041296,0.9576556,-2.5499084,3.12282,6.4557,2.75049,6.10293,20.7115,0.15797,2.71856,0.99879343,-0.048211377,-0.009345868,0.120827,0.0,0.992674,0.995356,685.094,38.865933,65.361091,88.2694,5.9153318,11.5726972,11.59092444,4.3533451,2.6876644,1.6656807,1.1475,0.2622995884,23.95423243,0.4037697982,1717.471596,2.889456301,147.7060696,4.512027713
2015-09-27/19:37:44,47.3342,5535.926935,4918.04,-246.878,2529.51,41.5188,118.134,1.08486,1.81022,2.19044,9.8080893,12.555609,-94.514986,-3.434445,62.980559,-360.82298,1.955552,-12.410613,361.0416463,-342.34176,12.495637,65.60461,0.68557063,1.9396588,-0.39885705,2.095559662,0.33631904,10.739789,0.81322118,2.00175,11.0082,2.1226,11.3328,19.5214,0.223666,2.65142,0.96237073,0.00076598678,0.27173883,0.362941,0.0,0.931812,0.99488,68.666,34.41112,50.601342,74.7025,5.7739485,10.18904419,10.49200509,3.618167,1.5868264,2.0313407,1.1695,0.2007721832,31.2950988,0.1970300357,1798.265281,3.587805079,169.4607669,27.32887182
2015-09-29/08:07:35,48.0092,5083.951813,4807.9,-401.396,1602.98,35.2286,306.777,1.08536,2.6876,3.15842,7.6820259,9.0345063,-66.783692,-2.8660515,23.002376,-300.53649,16.746951,-20.516057,301.7010951,-269.72687,19.713067,39.337692,-0.025515134,1.9719613,0.88166214,2.160233904,1.0288948,9.3330274,1.6468713,2.29869,11.4314,2.17981,10.5101,23.1208,0.153969,3.33199,0.97386995,-0.15659716,0.16448298,0.274757,0.0,0.961514,0.99068,409.519,29.002274,44.310054,84.9905,5.6445156,10.29852086,10.40267033,3.8073672,1.7496627,2.0577044,1.169,0.2069685177,30.35816933,0.2042701374,1457.714914,2.987855434,139.0761087,18.96781103
2015-09-29/12:39:10,48.0932,5110.533887,4807.83,-412.441,1682.92,39.0836,238.896,1.08542,3.00037,3.15952,5.3267274,7.2615671,-71.440572,-2.0941541,7.6858868,-313.05824,12.365573,-13.22557,313.5813845,-278.23059,34.43283,23.620003,0.59932059,2.0984086,0.34250276,2.209029643,1.1459149,9.126338,-0.64478533,2.09379,10.5736,2.22153,9.67851,21.152,0.109838,1.96255,0.99414127,-0.065209126,0.086202677,0.307586,0.0,0.95152,0.976473,321.79,27.974445,38.876362,77.2242,6.5753197,11.19487961,11.20956589,3.0816733,1.3040078,1.7776656,1.2055,0.2116435586,29.68758109,0.2463552583,1481.648611,2.987335272,131.6277446,19.81895782
2015-09-30/02:23:30,48.3464,4860.908678,4705.7,-474.43,1122.38,26.8711,42.3786,1.0856,5.67723,4.81846,10.43817,6.257518,-74.367214,-13.803055,51.661206,-317.29409,-9.7183339,10.046017,317.6018073,-302.79763,-25.0957,48.399623,0.38159573,2.9284747,-0.39338524,2.979317257,0.95476931,12.947018,1.6986237,2.98374,13.1316,2.98374,13.8978,26.9125,0.146992,3.9682,0.98219035,-0.090567234,0.16461985,0.195458,0.0,0.980712,0.999775,671.207,27.314254,48.716912,89.1381,5.5345843,11.31677464,11.62769473,4.2871464,2.6803306,1.6068158,1.15,0.2854435695,22.0120051,0.4781772332,1112.660579,2.419025197,95.69001055,14.51774984
2015-09-30/11:22:06,48.5127,5331.26702,4799.36,-460.502,2275.19,42.848,264.177,1.08572,4.36189,3.24491,7.9586096,7.8155913,-89.367654,-7.0419232,78.334877,-329.00774,1.6820403,16.319153,329.4165099,-314.22674,25.223748,57.28601,0.54147847,3.8134791,2.4643259,4.572605813,-0.14334167,14.679389,7.9029071,4.22031,18.4421,4.59885,17.1602,32.3415,0.333416,2.79135,0.96947007,-0.058132457,0.23821924,0.359931,0.0,0.932979,0.992684,206.039,48.029472,47.72395,78.7725,4.6773068,6.562083415,6.858632756,1.3100093,0.66094329,0.64906598,1.5195,0.4380939701,14.34209493,0.3952318251,751.9311663,2.947767275,109.1685375,25.81184447
2015-10-02/08:55:04,49.3539,4957.377193,4670.61,-635.222,1535.41,38.4588,319.267,1.0863,17.4792,14.9369,10.0405,5.6362656,-87.182175,-21.968249,40.318173,-337.05147,5.0369584,14.907874,337.4185962,-314.85197,11.263066,36.392759,-0.30663043,3.4667568,-0.83709789,3.579547151,2.899773,13.741782,-12.09288,3.89385,21.3461,3.5881,19.6346,44.5219,0.0868887,6.12468,0.97821481,-0.15884281,0.13365907,0.314174,0.0,0.949366,0.986564,439.382,18.719789,47.279611,74.4018,6.4881852,17.54914287,18.02470083,8.5703241,5.4890365,3.0812876,1.0675,0.3429506253,18.32096181,1.661674884,983.8693135,1.373928981,54.5348435,19.58359776
2015-10-02/13:28:36,49.4371,5148.640659,4697.24,-627.501,2012.63,34.3002,253.94,1.08636,15.2995,13.5929,12.590257,6.7952387,-107.49798,8.5328124,9.0514805,-363.02227,11.092357,-19.574185,363.7187892,-336.47324,26.964803,-40.543372,-0.68551801,2.1205601,4.7214927,5.221034705,0.10961835,23.401963,0.16135691,5.61711,24.5742,5.23007,23.8298,38.0058,0.108494,4.149,0.99418861,-0.014282234,0.10670067,0.30363,0.0,0.95279,0.979473,480.96,29.165205,52.377697,87.7164,6.0585522,12.45181058,12.47098346,4.3660579,2.8356144,1.5304435,1.147,0.5002188939,12.56087162,1.690033008,727.1192544,1.440251911,58.29029162,24.17117281
2015-10-03/20:20:04,50.0056,8857.752883,424.224,457.346,8835.76,69.7617,43.5378,1.08674,1.74314,2.84454,20.331591,40.117444,-285.30895,54.567171,134.63808,-401.19688,33.051526,-9.3001852,402.6634244,-390.74683,49.739436,94.809411,0.26871826,1.6728075,-1.407426,2.202576305,3.4605783,4.9768293,-4.4065553,2.75141,7.25094,2.62027,7.60017,11.9554,0.517814,0.98834,0.61842315,0.10900307,0.77824876,0.759694,0.0,0.65028,0.99687,279.44,43.288829,74.848994,70.1804,2.9441861,5.815462878,9.301786019,6.1798837,2.0785587,4.101325,1.0915,0.2110252748,29.77456285,0.2359951672,1908.128895,3.148389813,172.6906056,87.25488544
2015-10-04/15:23:17,50.3573,5684.319632,4516.09,-672.486,3385.88,49.6737,234.97,1.08698,2.16562,4.31983,7.4515347,35.888604,-73.483248,-20.284759,53.12657,-312.59516,5.0684206,-15.907879,313.0407059,-259.2305,-2.491267,99.139363,0.87293424,2.9924874,0.42333049,3.14582322,2.2088497,8.8351917,-2.7506235,3.39539,9.4577,3.33855,9.96818,19.4763,0.796919,2.15771,0.96021464,-0.07314033,0.26951501,0.443653,0.0,0.896199,0.984145,141.007,49.48384,53.980111,76.5178,4.1912587,6.159921444,6.326119919,3.3908313,0.58299069,2.8078406,1.1845,0.3013962366,20.84692688,0.1772027093,1038.635085,2.55482521,154.9329251,37.39363727
2015-10-05/05:03:52,50.6093,5552.366317,4523.11,-731.522,3136.1,46.3955,36.6595,1.08714,3.99007,5.64432,8.3938379,19.965933,-99.545667,-15.522558,26.217905,-381.59545,0.25103856,-30.710548,382.82932,-353.14582,-8.1070103,-56.222939,0.05141279,3.5428707,-0.19275646,3.548482933,1.797881,15.595978,-0.2662481,4.02405,15.8995,3.55159,16.2056,28.5538,0.0529257,3.06529,0.96993704,-0.13932513,0.19952604,0.423867,0.0,0.905725,0.974272,235.219,38.781864,51.892332,82.1899,5.8208252,9.702630365,9.871349144,3.6123348,1.0691678,2.543167,1.1775,0.3399744127,18.48134763,0.4882894873,1126.053331,2.235057535,114.1417665,35.44945862
2015-10-07/11:13:10,51.606,7452.330828,2683.29,-166.968,6950.49,72.9075,274.032,1.08777,4.38969,4.84885,32.262089,16.611213,-257.44121,9.4198553,136.43736,-434.53989,48.465138,-8.0386921,437.3081364,-406.07029,60.802794,-12.028338,3.2187376,-3.0308557,-3.6552957,5.736509798,12.36691,-8.0965025,-14.976542,5.88663,20.8061,5.74609,21.0856,24.5926,0.172556,1.50823,0.73601236,-0.14745253,0.66071443,0.675478,0.0,0.73738,0.991282,398.169,59.820761,81.197,85.9933,3.2965527,5.554665495,7.310307143,2.6164378,1.7271546,0.88928319,1.254,0.5496057292,11.4321685,0.7009635615,795.6760878,2.411432703,108.8223052,68.89608812
2015-10-15/06:10:39,55.0404,4724.777932,4068.11,-1466.46,1903.55,42.3916,107.473,1.08969,7.15562,8.46419,7.4893727,6.609684,-94.452322,-37.820915,61.795423,-369.70782,32.000168,15.467486,371.4123397,-324.70747,47.719693,115.39467,1.5603836,2.1728888,-0.4246707,2.708613653,5.8346482,10.052308,-4.6880483,2.80102,14.9226,2.93295,15.3661,31.9999,0.243218,5.58945,0.90249068,-0.37360075,0.21431996,0.419259,0.0,0.907867,0.986115,786.512,23.915387,41.610189,79.2456,7.1556562,14.3128839,15.53026675,4.7225637,2.5086103,2.2139533,1.1315,0.2595078949,24.21192353,0.8242261737,1431.217882,1.825163686,85.23367464,30.56913418
2015-12-30/13:57:40,88.4444,6397.758438,1708.12,4502.39,4212.14,46.865,128.805,1.08774,6.45317,8.85003,3.7457006,10.193777,-269.55368,88.513628,27.53224,-314.09061,32.778588,7.8591589,315.8941492,-286.26094,73.321284,26.371339,2.7329159,-0.9766637,0.35265594,2.923536815,4.3596083,-2.0732582,0.93157468,3.18597,4.89411,2.92785,5.08189,15.343,0.0608254,2.87375,0.48141427,0.84223471,0.24265406,0.692692,0.0,0.721234,0.88808,890.616,25.139571,36.198944,78.584,2.7732808,4.840710303,12.56561415,4.2254545,1.135429,3.0900254,1.147,0.2800993356,22.43198933,0.5377033548,1127.793283,1.784933948,89.75285949,74.51493034
2016-01-02/09:31:10,89.6852,7017.522481,2193.27,5772.83,3333.11,35.0873,213.165,1.08695,12.5548,16.1432,33.044094,16.079685,-283.49975,49.086401,113.49035,-439.82172,24.39549,11.517773,440.6483228,-409.50398,41.209751,20.448513,4.0368795,-8.1594196,1.4296715,9.215014102,10.676308,-21.749711,-2.3118425,9.32345,24.2921,9.21722,24.8031,37.2413,0.0424294,3.00292,0.79592173,0.23527064,0.55781388,0.683888,0.0,0.729587,0.910783,152.501,56.740281,80.468268,76.8855,3.4517995,5.95519342,7.76605817,2.9231523,1.9663169,0.95683533,1.217,0.8828756026,7.116727757,2.035544106,499.1057874,1.321599018,64.34724354,71.78751422
2016-01-02/13:55:38,89.7663,7422.001602,2336.67,6472.67,2780.4,29.0114,146.165,1.08689,5.5527,7.68684,27.043623,28.784759,-290.70623,100.64286,25.387901,-461.08403,31.681385,-25.034878,462.8487204,-432.08181,60.307532,-44.915801,3.8381091,-10.175573,-3.9872141,11.58323114,11.886363,-17.899079,-12.764364,11.8606,25.9545,11.6191,25.1276,31.6236,0.501463,1.86265,0.81679213,0.46847055,0.33672831,0.690363,0.0,0.723463,0.979828,211.845,107.55187,79.441828,75.1195,2.7900805,3.442041159,4.303493007,0.9246168,0.44789025,0.47672655,1.706,1.109770648,5.661697143,0.993273435,417.067005,1.91522852,96.75707743,71.64943859
2016-01-06/22:08:09,91.6839,5661.64486,1915.14,3340.27,4150.79,54.6199,73.9374,1.08558,4.11867,4.7293,23.084488,10.768042,-393.98636,107.41603,162.24331,-634.21355,15.078214,-27.927065,635.0071657,-559.54591,31.477077,-71.056869,-1.3767763,-0.91553138,1.282892,2.092730888,-6.0947377,-2.5026532,5.7209094,2.10467,11.7747,2.1177,9.73506,36.1178,0.108823,2.99068,0.62528164,0.22813506,0.7463091,0.65018,0.0,0.75978,0.946101,1252.86,22.760504,67.71246,86.9238,5.7957088,18.18784163,27.89952128,12.519013,8.5368803,3.9821324,1.049,0.200501163,31.33740081,1.386758141,3167.099663,2.441721285,112.3456726,70.22875649
2016-01-20/10:50:21,97.6906,6584.320554,3845.37,4987.89,1920.25,28.3383,343.286,1.08073,2.43058,2.45709,15.00498,13.271234,-201.2676,132.5618,76.464994,-397.06463,38.195373,-7.9499476,398.9767018,-370.69462,66.0829,-16.399987,3.6397489,-2.9791275,-0.81397964,4.773419694,8.5616282,-10.293186,-4.1611882,4.91761,15.4344,4.79955,14.1017,21.3209,0.229077,1.02796,0.84187018,0.40147012,0.36066097,0.586815,0.0,0.809721,0.977577,273.915,67.14931,60.448939,70.7393,3.6121422,4.792451424,5.941635168,1.2013812,0.63752171,0.56385946,1.5425,0.4573336233,13.73873467,0.3230661582,872.3974828,3.387536543,146.2446162,54.26626478
2016-01-20/15:28:22,97.7767,6044.983006,3419.59,4217.14,2657.81,39.1534,279.539,1.08066,3.90517,4.17339,16.220022,9.4479503,-223.55353,130.92445,88.69885,-402.99454,26.260577,-1.0481995,403.8506109,-373.83176,51.708794,-1.252443,1.5830446,-3.1259188,0.60760337,3.556203088,-5.3334932,-0.61387016,9.6687175,3.26104,12.7126,3.56655,11.3833,26.909,0.0829797,2.3744,0.74147068,0.52233787,0.42117026,0.584321,0.0,0.811522,0.991146,282.009,39.366324,58.628657,86.726,4.0447122,7.253235334,10.2587839,3.1731056,2.0051386,1.167967,1.2065,0.3407140683,18.4412265,0.5318239705,1185.306532,2.599261868,115.3758397,55.54973917
2016-01-26/02:11:31,100.211,6266.744287,4125.87,4363.98,1790.24,28.0189,160.403,1.07839,5.1973,6.70942,17.783384,19.213453,-168.02196,70.505014,56.386388,-362.57693,18.797315,3.4461431,363.0802186,-339.14382,36.468922,8.4763356,0.19031442,3.5619686,-1.3393772,3.810219307,-2.7995481,9.9626095,-0.075776799,3.66629,12.9131,3.82851,10.6124,23.3103,0.184517,2.10365,0.89690087,0.37164012,0.23969238,0.544905,0.0,0.838498,0.988977,264.337,36.630008,65.314218,72.0632,4.2760402,8.664582146,9.912097714,5.282424,2.5391191,2.7433049,1.1105,0.3650509516,17.21180367,0.5720966938,994.601485,2.049991365,100.0105819,48.82391441
2016-01-27/09:49:22,100.801,5979.148382,3973.68,3950.82,2085.93,34.6048,59.4295,1.07782,4.55389,5.31391,9.4720755,12.755422,-154.63789,56.131687,100.50572,-382.88225,10.116076,-3.9394471,383.0361231,-353.21204,26.128141,-11.299285,0.50152408,-4.6624129,0.033632279,4.689429772,7.0942392,-14.675686,-3.7906566,5.27409,17.2193,4.69241,16.9868,23.2396,0.0497251,2.12838,0.8171711,0.36886668,0.44290944,0.535866,0.0,0.844303,0.975549,85.6606,47.962402,50.59649,73.9682,4.503266,6.482028243,7.986174735,1.8511063,0.78883458,1.0622717,1.352,0.4492866847,13.98480196,0.5578898723,852.5427887,2.303495795,106.8423862,48.34914952
2016-01-27/14:25:49,100.888,5481.314066,3438.22,3268.03,2746.53,41.5016,355.491,1.07773,4.96716,5.84767,13.789215,14.898841,-169.92103,40.562158,82.089558,-389.95982,13.384165,2.8977877,390.2001977,-359.06236,28.505819,6.9064483,1.355467,-3.9417567,0.57230829,4.207406974,-7.2736229,9.9952319,4.3558407,4.16268,11.817,4.21762,13.2653,27.4627,0.0481624,2.50424,0.82464829,0.4027618,0.3971626,0.543304,0.0,0.839536,0.998669,607.292,41.277188,58.434948,86.6958,4.4050856,7.632258657,9.45316812,3.2256969,1.5504651,1.6752319,1.2025,0.4031048598,15.58697484,0.631494533,967.9868356,2.195852139,102.3012104,51.15159481
