TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º]
2015-09-01/18:18:54,35.6534,5218.113974,4796.79,2022.65,-358.338,16.0064,286.998,1.07418,3.17426,4.10117,9.9157877,16.241379,-131.93417,17.39895,-33.556893,-385.77877,18.114136,5.3840974,386.2413362,-367.15772,-9.8181725,15.390632,-0.02614844,3.2050338,-1.6886695,3.622779331,-3.2969521,12.736238,-5.3110995,3.84743,15.5258,3.62514,14.6344,27.4223,0.0323842,2.39847,0.94061275,0.22677417,-0.25262843,0.292837,0.0,0.956163,0.977674,315.351,44.381318,52.801107,71.8448,5.2851479,8.114242746,8.702791031,2.5440927,0.96442719,1.5796655,1.244,0.3470926305,18.10232991,0.3954089304,1112.790369,2.622047984,127.9715997,23.18223758
2015-09-02/03:29:52,35.8269,5480.253665,5071.92,2061.63,241.846,24.0955,150.031,1.07437,2.73915,4.45675,9.8374319,21.394861,-146.19984,28.817312,-22.32767,-402.84351,-1.3602347,-6.196598,402.8934619,-380.7848,-16.328218,-14.120863,-1.1275416,3.7170542,-0.7344252,3.953128174,-4.2897623,16.250586,2.6978822,4.33107,17.1563,3.95617,17.4815,25.9012,0.0362751,3.1407,0.96470146,0.25793675,-0.053101143,0.29108,0.0,0.956699,0.995697,11.0899,52.139087,53.206196,88.6958,5.2174635,7.45401488,7.72728264,2.2009983,0.69326229,1.507736,1.3075,0.3787428191,16.58958267,0.3712639068,1063.765282,2.51527448,137.761207,22.25763986
2015-09-03/07:13:39,36.3501,5171.668933,4813.42,1870.68,-278.754,18.4255,105.688,1.07492,3.16264,3.04208,13.497707,11.242912,-154.29096,87.344528,-60.798701,-387.42019,28.726883,2.522008,388.4919535,-362.71352,61.035571,3.8171354,-0.088817292,2.0177881,1.908364,2.778706621,-1.1973644,9.3871085,7.542481,2.81316,13.0675,2.78105,12.4975,25.4306,0.0274704,3.36507,0.93279159,0.29672662,-0.20458044,0.272565,0.0,0.962137,0.985686,293.245,34.109934,57.231443,87.412,5.3049538,10.35986225,11.38940795,4.0737228,2.2224956,1.8512272,1.158,0.2662233888,23.60117695,0.3985660395,1459.270559,3.044452522,128.2064773,21.45132894
2015-09-03/16:26:01,36.5238,5127.730271,4780.67,1823.34,-337.999,18.3919,330.819,1.07511,3.21103,3.65459,10.631895,17.672639,-117.46182,88.135839,-74.801548,-367.40059,12.362046,15.788718,367.9474111,-339.81068,25.878931,40.46861,-0.88752796,1.9815029,-1.0365522,2.405930191,-4.1519178,11.520127,-1.2594799,2.64515,13.2154,2.42362,12.4884,26.1517,0.114103,1.64363,0.89454456,0.2983603,-0.33282302,0.272565,0.0,0.962137,0.95717,294.247,29.50111,56.441558,86.6103,5.1866613,11.19356879,12.4723243,6.2304861,2.3403273,3.8901588,1.1005,0.2305082818,27.25795905,0.3629964198,1596.24378,2.777635092,127.2367787,21.20108073
2015-09-03/21:03:02,36.6104,5174.217653,4838.27,1820.12,-225.466,16.1297,263.816,1.0752,6.04965,7.30449,11.657927,14.677755,-148.35799,15.701537,-29.924381,-396.7052,-9.7847958,30.915285,398.0282814,-380.81528,-23.226938,61.809981,-1.8831373,5.1755552,-0.43752488,5.524853459,-6.2908979,20.898454,-1.4971244,5.78071,22.2583,5.53162,22.3336,39.7563,0.0488426,3.51905,0.93624629,0.24553106,-0.25131132,0.272565,0.0,0.962137,0.975634,373.99,49.054984,55.013293,86.0315,5.1800632,7.778732617,8.113921337,2.0966259,0.92810625,1.1685197,1.323,0.5293272775,11.87013323,0.8002848358,751.9511998,1.964715049,92.69786299,20.76009642
2015-09-04/06:08:43,36.7823,5535.325649,5180.31,1870.16,553.823,29.5977,126.474,1.07538,3.98936,5.10894,33.495998,24.434694,-142.59395,117.50117,-36.424572,-509.65943,53.175173,-19.449941,512.7949237,-481.26578,83.836923,-33.683113,-0.12148756,7.8655312,1.4550833,7.99991298,-3.830683,26.641232,7.2544229,7.08497,28.4463,8.03688,28.3444,40.3205,0.11646,3.43928,0.97812121,0.20469691,-0.03712236,0.283424,0.0,0.958995,0.990654,113.212,87.767174,84.718765,79.6505,4.0078033,5.54765358,5.842673295,1.440745,0.8330505,0.60769451,1.4735,0.7664587287,8.1976825,0.8759456073,669.0444046,2.349249375,114.1519232,20.63187742
2015-09-04/15:25:36,36.9567,5184.144615,4876.02,1754.97,-140.942,20.8564,353.614,1.07556,4.79966,5.04371,30.609636,17.888743,-146.7604,140.49347,-55.189033,-526.57394,43.472297,-36.590224,529.6308142,-490.23331,76.16067,-61.711027,-0.64116635,5.6091188,0.06681987,5.646040462,-4.9136615,22.833446,-0.97216471,5.65265,25.0536,5.65339,23.6676,36.4795,0.054016,3.22974,0.97016815,0.23780717,-0.047132893,0.261879,0.0,0.965101,0.999375,327.848,56.285994,80.741892,82.7891,5.0767152,8.861931765,9.409637755,2.9327102,1.8509731,1.0817372,1.2225,0.5409380083,11.61535187,1.124199631,979.0970612,2.364391923,104.0709718,19.85350379
2015-09-05/05:10:17,37.2163,5097.677608,4805.7,1678.6,-271.784,22.2853,151.587,1.07583,2.66273,3.425,12.981724,19.948653,-174.39631,57.972666,39.810103,-472.36803,5.5158554,-6.8713153,472.4502041,-448.7064,-23.751168,-17.823416,-0.40908129,3.1484549,1.6581744,3.581851211,-4.0612336,11.980039,1.0646623,3.7923,11.3388,3.5827,14.0951,32.2204,0.0283962,5.55031,0.90228404,0.38602774,0.19200546,0.250782,0.0,0.968044,0.961318,198.841,47.88989,59.658152,71.0249,5.6339881,8.882880945,9.865343273,2.7507535,1.0843946,1.6663589,1.222,0.3431713735,18.30917667,0.4962787604,1376.717992,2.869222535,139.7240873,19.48593486
2015-09-05/18:55:46,37.475,5120.591056,4849.73,1634.01,-174.88,22.0209,310.134,1.07609,3.76251,3.93613,16.738541,17.267866,-137.78402,96.345472,-8.9288813,-460.16691,18.094568,20.797068,460.9918833,-420.62511,38.253919,46.477321,0.059616943,4.5985591,-0.69070864,4.65052453,-3.8406547,16.770169,-0.72813427,4.96532,16.8832,4.65525,17.6723,35.5171,0.0514436,3.63835,0.94822961,0.30356382,-0.093325323,0.248861,0.0,0.968539,0.995985,221.611,52.347994,65.227247,70.9624,5.2434312,8.267593339,8.806295105,2.3774058,1.1702002,1.2072056,1.261,0.4455592364,14.10179566,0.6676528328,1034.636577,2.676454127,117.5427956,18.7190625
2015-09-06/04:04:42,37.6468,5258.281022,4996.29,1632.65,145.119,24.4406,175.48,1.07627,3.51742,4.32557,17.300041,17.292929,-135.71048,23.786892,18.284087,-447.71655,23.028195,33.756993,449.5775144,-422.838,-1.8832824,69.552662,0.19447547,3.868072,-1.7812112,4.262923298,-3.2258171,13.886009,-9.4071442,4.53595,18.2062,4.26822,17.5745,31.7084,0.0520352,3.59169,0.9648939,0.19861764,-0.17184526,0.242833,0.0,0.970068,0.98036,171.212,49.639909,64.109875,72.7799,5.4000385,8.72737582,9.056775556,2.6894816,1.3450173,1.3444643,1.231,0.408423789,15.38398466,0.593635505,1100.762312,2.55312953,121.5689688,18.16263467
2015-09-07/07:37:26,38.1647,4655.245697,4331.25,1357.94,-1033.24,10.8008,136.144,1.07679,2.50014,2.77509,13.391646,9.8831661,-124.04064,33.953445,-74.775958,-434.23359,18.337008,15.444715,434.894925,-401.95667,-25.993357,48.005746,-0.13893098,2.4918644,0.87602316,2.645015422,2.9621736,5.9484535,7.0804897,2.88696,10.8363,2.65206,12.3164,24.0313,0.0633241,3.92066,0.91109001,-0.099266995,-0.40007632,0.237769,0.0,0.971322,0.923779,734.044,36.584514,54.696447,74.1048,6.1843355,11.0326793,11.88740474,3.3314576,1.9168233,1.4146343,1.1845,0.2534146512,24.79408857,0.3948384909,1716.139627,3.187542506,144.1958239,21.50243053
2015-09-08/10:54:55,38.6789,4591.411853,4284.72,1245.25,-1082.4,23.0474,92.8969,1.07731,2.22338,2.28119,11.655573,12.687102,-103.89574,64.97955,-27.276367,-419.89365,24.242515,-8.3250966,420.6752715,-388.07436,56.703864,-20.342823,-0.3282573,2.2731416,0.17882286,2.303671679,-1.1877411,9.1900661,-4.7813057,2.30526,10.1475,2.30585,11.0269,20.3873,0.03599,2.57485,0.99484629,0.089649782,-0.047368435,0.214574,0.0,0.976708,0.99286,355.406,33.730366,55.191866,86.7339,6.4204822,12.30825532,12.47170788,4.0989143,1.9626107,2.1363036,1.157,0.2207110591,28.46792242,0.3285444519,1905.999968,3.515716049,152.9072225,21.06023653
2015-09-09/05:08:15,39.0186,5128.25244,4952.59,1327.91,86.4894,20.2123,186.662,1.07764,5.31292,8.05698,10.290234,14.126621,-114.69882,13.336013,-16.71621,-382.55492,5.7392859,0.58666279,382.5984192,-362.58161,-19.645178,4.1437305,0.32729929,3.8034705,0.17908017,3.821725052,-2.503796,17.014497,1.4378084,4.08918,17.3281,3.82343,17.7461,33.6746,0.053213,3.86299,0.97558406,0.21383812,-0.050089978,0.199757,0.0,0.979845,0.997897,386.78,36.181142,50.357163,72.9012,6.0598555,10.2820577,10.57452579,3.5732863,1.505925,2.0673613,1.1695,0.3661532984,17.15998554,0.6493907447,1044.913212,1.870718229,98.91637874,15.03972643
2015-09-09/09:41:59,39.1045,5027.260676,4857.71,1289.48,-115.086,21.3533,119.626,1.07773,7.03326,9.60517,9.365756,12.032496,-117.37221,10.780461,-19.165083,-375.81149,-3.2830806,6.8329377,375.8879403,-357.19984,-23.844382,18.652027,0.4200939,5.0371698,0.66303961,5.097958415,-2.0882448,18.755463,1.0429062,5.42568,20.5115,5.09942,19.6129,36.5101,0.0436628,4.06008,0.97923486,0.18154766,-0.090219373,0.199757,0.0,0.979845,0.997223,398.899,41.940991,48.372007,75.6206,5.8117875,8.803325862,8.962304689,2.3304702,1.0200186,1.3104515,1.276,0.4884271536,12.86411958,0.8297742102,769.5885406,1.713333842,85.97189722,14.92278569
2015-09-09/18:50:02,39.2756,5000.379585,4839.28,1250.61,-145.395,19.3174,346.448,1.07789,7.4034,9.59908,9.1527643,9.6525617,-122.88587,3.6537017,-31.666505,-354.6224,1.3115824,14.453254,354.919235,-340.24459,-22.407902,34.720665,0.050388343,4.9511072,0.92488464,5.037004376,-4.7598776,17.762567,-6.0982476,5.23314,20.4309,5.03815,20.5134,35.3458,0.0337035,3.15203,0.94539685,0.22648414,-0.23437092,0.199757,0.0,0.979845,0.976688,481.135,40.387962,46.636411,79.103,5.5086943,8.377478164,8.787748067,2.2086131,1.0749569,1.1336562,1.2985,0.4825872456,13.01979148,0.7787118142,735.4509225,1.713877256,83.79521888,14.58331621
2015-09-10/03:58:18,39.447,4887.907791,4725.73,1192.29,-370.895,17.1798,213.281,1.07806,13.1709,19.5909,9.0361443,9.2578194,-122.74699,10.00887,-1.1828029,-384.22429,4.6451344,9.2314472,384.3632422,-368.38956,-24.9202,21.595653,2.598081,-4.1900575,0.013493506,4.930191559,6.1555656,-18.927473,-0.31055002,5.09702,21.6207,4.93475,20.9663,44.9223,0.0393067,5.05102,0.97112124,0.2352894,-0.039527743,0.187491,0.0,0.982266,0.998225,567.152,29.658768,45.159447,71.8395,6.9658746,12.55616269,12.95951478,3.9842285,1.967975,2.0162535,1.149,0.4723536823,13.30186583,1.624746552,813.7191612,1.199685272,62.82422225,14.80062288
2015-09-12/06:00:43,40.3843,5450.325515,5238.47,1092.04,1035.34,29.8047,195.726,1.07896,1.64375,1.74238,12.993025,15.770201,-112.55292,56.249621,45.338573,-440.00494,1.7625311,6.3152276,440.0537874,-401.40304,-8.2457877,13.242862,1.3525909,-1.9524001,-0.6027741,2.45044994,3.5633606,-11.528577,0.68641785,2.73036,12.5133,2.45925,12.5189,21.5639,0.0564883,2.29541,0.9635007,0.23874052,0.12111712,0.23667,0.0,0.97159,0.996853,3.57187,41.838911,59.164218,71.8311,5.8996796,10.10445511,10.5178117,3.1478897,1.4219757,1.725914,1.1925,0.234773647,26.76273674,0.2657870199,1874.374714,4.02275036,177.8348873,16.02740427
2015-09-12/15:18:11,40.5578,4696.341622,4561.05,938.812,-609.163,11.3558,65.8455,1.07913,2.33263,2.70788,12.954377,14.301567,-62.852918,24.451004,-4.4125975,-426.18002,20.730147,30.120107,427.745683,-403.51869,-6.7868051,53.827127,1.3947295,-0.33610167,2.5040409,2.885906364,3.3183825,-7.6817154,4.4846727,3.10624,10.7758,2.89602,10.9428,32.7539,0.0499687,4.55646,0.93750364,0.16255154,-0.30767502,0.167271,0.0,0.985911,0.975118,791.305,41.359467,57.001384,80.3754,5.7754225,9.802902132,10.34214689,3.052488,1.4508058,1.6016823,1.211,0.2764940229,22.72448873,0.3563720231,1547.034104,3.226857698,149.2835378,13.78609873
2015-09-15/07:04:48,41.7497,4919.012858,4860.03,753.283,96.7503,19.3126,209.137,1.08023,8.2172,7.71487,8.5198078,8.8709096,-97.7942,48.054383,48.966551,-395.3426,10.944441,41.627519,397.678768,-368.61352,15.17666,86.711258,1.5161031,-3.1847,0.085157766,3.528191399,4.4583047,-16.586145,3.9620882,3.69451,17.6949,3.533,18.2786,40.48,0.0438213,4.69899,0.97621163,0.21666802,0.0081128499,0.12691,0.0,0.991914,0.995723,507.139,26.883027,47.60124,77.0494,7.0429418,14.25542651,14.79293117,4.6100306,2.2584793,2.3515513,1.133,0.3380303136,18.5876386,1.085113439,1176.458891,1.911746109,79.53767985,8.88170771
2015-09-15/11:33:42,41.8334,5284.906564,5142.28,776.304,940.503,28.6121,140.325,1.0803,5.81334,5.82128,16.191738,9.9672761,-142.92908,44.837549,-5.6401689,-430.72175,16.396227,22.811246,431.636902,-398.82598,41.992583,48.575865,0.034736516,5.2405185,-2.7556658,5.920974141,-1.7831461,19.244071,-9.5000742,6.26396,24.0386,5.92377,22.2289,38.7596,0.0475162,4.15962,0.99219844,0.084782141,-0.09140151,0.203828,0.0,0.979007,0.968002,157.262,53.589697,59.493182,82.9117,5.3561212,7.987660828,8.054475508,1.7450242,1.0801238,0.66490035,1.391,0.5672789596,11.07600626,0.9043766335,760.8900254,2.200823813,94.56316186,13.34138029
2015-09-15/20:46:55,42.0054,4810.972909,4760.28,688.259,-107.211,18.3181,8.94635,1.08046,6.00619,6.34133,18.002192,13.457837,-127.13479,21.737476,-18.249419,-406.46589,-21.801843,4.3603895,407.073523,-377.46127,-42.509,4.9762711,0.12898734,3.3570803,1.7632835,3.794179038,1.8721659,14.003212,10.709785,3.80478,16.2949,3.81834,18.5291,33.6015,0.106963,5.89416,0.98171308,-0.00077025582,-0.19036501,0.120763,0.0,0.992681,0.977975,624.174,33.983771,64.001268,86.8026,5.5193186,11.76579707,11.97846828,5.2186556,2.9862413,2.2324143,1.1215,0.3635141594,17.28456828,0.831057845,1119.82852,2.108649241,93.03263326,8.324858555
2015-09-16/05:49:34,42.1743,5116.751457,5030.94,693.168,624.745,28.7246,233.137,1.08061,5.17877,6.01947,19.795689,16.312164,-153.4687,44.90188,-5.7561682,-466.16043,41.104938,-26.505582,468.7192212,-438.23536,71.267499,-42.533845,-0.21356022,6.9832491,0.91025206,7.045561353,-0.92065435,25.815425,7.2633276,7.72621,27.2335,7.04667,27.4859,44.6312,0.0285655,4.27607,0.99764893,0.014891913,0.066894307,0.17308,0.0,0.984908,0.992258,282.387,67.540881,67.126158,89.6082,4.8960979,6.902862217,6.939785419,1.5163899,0.83134222,0.68504767,1.458,0.6750238422,9.308093899,0.9500328572,694.3743197,2.164289706,100.1893445,10.50804525
2015-09-16/14:54:36,42.344,5217.012867,5097.95,667.898,884.331,30.6809,99.0656,1.08076,3.15096,3.25951,26.401333,19.051203,-154.64637,105.40342,39.828702,-494.47335,44.636942,-27.673556,497.2546391,-458.82303,74.947216,-36.607457,-0.77747528,5.2468902,-0.27194027,5.311146401,-0.59213199,15.944374,-10.817294,5.68902,21.2016,5.34534,20.2205,31.8969,0.125529,3.52846,0.96610905,0.17253413,0.19200332,0.215093,0.0,0.976593,0.998818,135.365,65.682631,77.335271,88.9004,4.6848962,7.236725902,7.57056518,2.0183649,1.1723773,0.84598755,1.338,0.5088523498,12.34775728,0.6505595442,977.2081024,2.941158045,128.4438758,12.26434277
2015-09-19/15:49:01,43.7016,5371.8515,5146.02,408.561,1486.05,36.2788,109.14,1.08195,3.14578,3.0157,15.172311,10.474146,-103.76842,10.900338,32.20172,-401.73026,12.855287,-16.59917,402.2785013,-356.90581,28.513197,32.717786,1.0697862,3.895182,0.65738087,4.092558483,0.7974756,13.911977,1.9083072,4.73745,16.2449,4.09649,14.4928,25.3608,0.169367,2.16577,0.9865686,0.0064368073,0.16322057,0.255466,0.0,0.966818,0.994474,78.7077,50.378405,58.905004,73.1282,5.2021201,7.919286829,7.985137706,1.9358923,1.1452638,0.79062844,1.333,0.3921014115,16.02438839,0.4250778444,1025.955249,3.057739286,128.5495834,16.67251916
2015-09-20/01:02:23,43.8732,4848.662654,4827.38,336.463,304.507,22.0821,339.116,1.0821,4.20871,4.00502,11.588853,8.8220353,-90.526871,35.11038,12.4729,-400.7961,21.708296,-1.1591419,401.3852358,-373.09183,53.040497,-3.0018206,-0.13709072,0.40871938,2.0743892,2.118710917,1.9991655,-1.753797,14.173237,2.26894,15.2319,2.12636,14.8454,29.8247,0.0683191,3.80758,0.98503339,0.049714223,-0.16503851,0.107958,0.0,0.994155,0.9713,546.417,22.607801,52.334956,77.5415,6.9243783,17.40669192,17.75428029,7.6504668,4.3437666,3.3067002,1.078,0.2029902675,30.95313576,0.5661848766,1977.361973,2.653335554,111.1374291,5.370299644
2015-09-23/01:52:41,45.2264,5122.082036,4980.82,100.993,1190.36,32.6448,348.716,1.08322,7.30177,7.54305,13.610561,9.7449573,-79.271168,10.881676,-18.971895,-363.94393,-5.5940031,-20.471967,364.5621737,-339.28306,-9.2710814,-42.422804,-0.69992103,4.6794201,-2.1754782,5.207645084,0.98835825,16.875827,-13.917164,5.42088,21.6894,5.2174,22.3388,37.0156,0.0477222,4.86937,0.99476441,-0.05443191,0.086492385,0.210115,0.0,0.977677,0.989699,332.877,42.114951,55.474095,77.3649,5.2485989,8.631249405,8.656359916,2.5226649,1.4700973,1.0525676,1.256,0.4989360559,12.59316747,0.8103223815,730.6791509,1.933396944,84.37635739,13.48746405
