TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2015-02-27/16:47:55,"299,185","6050,832886","4112,23","-177,229","-4435,17","-66,2223","322,698","0,934167","7,34936","14,0945","20,157486","32,670272","-184,78902","71,938632","-172,91452","-377,26311","58,823333","-35,223414","383,4427305","-364,18623","75,244202","-44,661943","-4,2150978","1,7176664","-4,0292049","6,078809049","-11,315911","-1,4018527","-14,339004","6,47554","17,3454","6,23532","19,9894","35,091","0,308699","3,95717","0,81440877","0,055297045","-0,57765092","0,529419",0,"0,848361","0,995319","8,52266","50,168383","69,651156","80,4325","3,3148247","5,65389543","7,643115196","4,0210975","1,53433","2,4867675","1,157","0,5824008669","10,78842025","0,9022710314","658,3828292","1,414391651","84,10272864","47,18652257","38,14320938"
2015-03-01/13:45:49,"300,307","6342,603194","4085,96","-1011,05","-4744,61","-71,4008","6,98171","0,935399","3,46894","4,18658","10,183136","18,008251","-142,46279","16,146935","-95,931233","-337,70061","34,856016","3,7844364","339,5157814","-324,57688","54,823324","-3,1868577","-0,55258836","-3,2513548","-0,69897041","3,371234427","-2,3763229","-8,7653869","-4,2670158","3,61788","11,7731","3,3973","10,4591","19,6358","0,0743572","1,34967","0,9040328","-0,022792351","-0,42685501","0,562909",0,"0,826519","0,984878","276,925","39,786096","55,280102","87,8395","4,5185201","7,733914989","8,533528431","3,4119014","1,232428","2,1794734","1,191","0,32299252","19,45303658","0,3338898335","1051,156793","2,595164095","122,4155119","49,89362946","86,46190611"
2015-03-01/18:14:31,"300,418","6581,334634","4063,11","-1488,99","-4958,63","-72,3693","295,719","0,935522","3,93395","4,5195","10,514358","16,986308","-135,40773","1,4417792","-68,794207","-339,24807","29,130696","3,7675078","340,517319","-325,36964","63,298928","-3,9996743","-1,1812807","-3,0610875","-0,8245353","3,383125661","-2,0558178","-9,8560445","-3,5527209","2,80923","10,851","3,40946","11,012","25,6516","0,176978","1,82418","0,95714995","-0,0069504344","-0,28950934","0,572085",0,"0,820194","0,944819","360,744","37,494475","55,639629","75,0866","4,8943708","8,694733635","9,081799893","3,7475832","1,4328173","2,3147659","1,1635","0,3241317998","19,38466177","0,3808848707","1050,552026","2,497752059","114,9530316","51,87576349","74,468664"
2015-03-02/03:16:31,"300,643","6419,351405","4062,42","-1225,09","-4817,05","-72,1255","165,139","0,935773","4,69822","5,52365","11,829479","17,423931","-147,13291","-6,7527121","-107,3818","-349,77866","19,787855","0,35254502","350,3381145","-333,10469","2,587308","-28,159172","0,56091797","3,3342878","-1,0476605","3,539731152","-1,1357064","10,350062","-4,7527149","3,9006","13,377","3,59938","11,7032","25,703","0,0913934","2,12839","0,86937381","-0,04941619","-0,49167796","0,569283",0,"0,822142","0,992951","311,818","36,220759","57,524795","76,3059","4,5163578","8,42720014","9,672301856","4,2717326","1,727401","2,5443315","1,1435","0,3391359187","18,5270417","0,4814981263","1033,031582","2,259339239","105,1884783","50,74006223","96,04469557"
2015-03-02/12:21:26,"300,87","6060,678622","4060,27","-587,423","-4461,05","-70,3847","40,7561","0,936026","3,75019","4,72068","8,2955666","19,699859","-147,73485","10,070701","-83,360027","-338,41523","25,508838","-10,404982","339,5347292","-310,17543","30,449618","-31,129241","0,13396347","2,8465173","-0,20672391","2,85715623","0,72002386","11,677755","0,79976361","2,86824","13,2259","2,88929","12,0668","23,8951","0,0678504","2,31841","0,9347969","-0,021630493","-0,35452344","0,550388",0,"0,834909","0,97548","123,436","32,543222","53,143788","87,2527","5,027317","9,62450696","10,43334705","5,0641743","1,5006092","3,563565","1,1255","0,2737395191","22,95315389","0,3610007899","1240,357002","2,44394957","117,7357111","47,93783372","88,26172902"
2015-03-02/16:55:46,"300,983","5766,664724","4025,94","-50,4242","-4128,4","-66,062","346,337","0,936153","4,70212","5,72914","8,7704744","16,666101","-133,21493","21,28522","-80,536751","-337,44886","19,080321","3,9362271","338,0107774","-308,83171","31,626155","29,69833","-0,95479897","1,3585458","-1,8130049","2,458510633","-5,3756067","5,0518922","-7,3743508","2,50602","11,1468","2,49083","10,8992","19,6125","0,0927503","2,59825","0,8168411","0,13223537","-0,56150193","0,529232",0,"0,848477","0,989359","80,7285","25,054917","52,069261","80,2172","4,7754063","10,98902877","13,49079613","7,7627448","2,6765771","5,0861678","1,078","0,2355459289","26,67499004","0,4485814182","1435,010059","2,21845081","105,1448469","45,72202466","65,77477994"
2015-03-07/14:14:27,"303,889","5688,731479","3921,33","-575,406","-4080,9","-65,3957","69,5597","0,939488","3,21644","3,41213","13,183434","14,721009","-233,77003","36,913519","-199,21824","-577,63208","49,689632","-19,624262","580,0973979","-511,99261","99,272703","-57,93728","-1,6773239","3,8986011","-1,4825049","4,495589703","-5,6754264","12,768181","-8,9976035","4,77357","17,6342","4,56122","16,9743","31,3375","0,246694","2,7319","0,87802487","-0,0096591999","-0,47851754","0,516592",0,"0,856232","0,997267","340,252","55,473959","58,608251","79,7367","6,1991519","8,981957471","10,45711192","1,7371515","0,82071602","0,91643552","1,3885","0,4307151812","14,58779626","0,9037821605","1346,823663","2,874628563","127,1297286","46,42406174","62,80907212"
2015-03-14/17:26:41,"308,098","5414,609318","3711,43","-965,483","-3822,45","-73,4001","49,1388","0,944584","4,8462","5,29287","14,509869","12,087342","-153,17975","-45,848843","-152,57273","-430,04665","14,652037","-33,559012","431,602839","-384,08351","35,268216","-67,589027","-0,057921575","1,2339822","-2,2085321","2,530549548","-0,4672071","7,6594316","-6,8893938","3,16045","11,5254","2,56996","12,2053","29,2968","0,361483","3,6962","0,90372063","-0,21298447","-0,37138477","0,591549",0,"0,806269","0,972499","275,599","25,46371","58,116737","78,4875","5,9941263","14,89568409","16,94972331","7,8584223","4,2870915","3,5713307","1,0765","0,2424478609","25,91561453","0,7538004532","1780,188274","2,308069635","103,5700487","46,72919546","83,84488181"
2018-07-06/03:16:11,"205,998","5000,094567","2111,01","1068,34","-4404,91","-74,2639","31,9551","0,928791","10,2947","12,1377","7,0048366","12,356235","-151,62246","36,185176","-68,953375","-325,35051","10,529007","-0,61385683","325,5214143","-298,29215","13,985146","-6,9528388","-3,0491302","0,57936264","3,4628105","4,65015189","8,0179752","0,94908352","9,5948598","4,85469","12,8152","4,77567","13,2468","27,8683","0,232383","2,888","0,48460309","0,0020158014","-0,87473183","0,618835",0,"0,785521","0,907023","1296,63","32,46565","46,073678","14,3294","3,3206233","4,839197059","10,0266409","3,519037","1,2731878","2,2458493","1,0155","0,4455235344","14,10292571","0,9108760816","730,6492007","1,524145126","71,06045752","65,0268175","48,85348087"
2018-07-14/20:13:39,"211,28","6019,10536","3093,17","2265,28","-4640,09","-70,8187","241,701","0,923863","4,67316","6,19473","11,357653","18,409065","-202,72541","29,993634","-132,55032","-370,49285","9,7742733","-8,6387608","370,7224251","-347,80476","13,630805","-25,619819","2,2309897","2,012324","-1,2203661","3,24284695","-1,0357984","8,0187229","-0,63793007","3,59519","8,52131","3,37138","8,65487","15,0377","0,24466","2,04943","0,71113346","0,43995156","-0,54839022","0,603323",0,"0,797497","0,980892","370,751","34,017157","56,07475","14,391","4,4618799","7,479526981","10,89810137","4,9280779","1,8803348","3,047743","1,01","0,3106919233","20,2232013","0,5362840014","1193,215521","2,133454229","105,4701398","59,07657757","131,4844146"
2018-07-15/05:03:29,"211,504","5839,541087","2898,76","1873,81","-4710,23","-72,2616","104,328","0,923665","3,14344","3,84587","11,453537","15,933654","-234,17414","22,654308","-132,69267","-375,00878","14,903883","-7,5361981","375,3804804","-334,5225","39,07154","-23,266284","2,756836","1,2085489","-0,60997068","3,071286279","0,13934463","7,7097436","-0,28075496","3,23905","8,13175","3,13559","8,15627","17,5959","0,304608","1,99175","0,7781597","0,34004053","-0,52805295","0,606403",0,"0,795157","0,992514","650,138","38,575585","55,469911","20,4187","4,8690907","7,330265603","9,73103792","3,5258603","1,4745423","2,051318","1,0295","0,2942549728","21,35286023","0,3698580046","1275,698","2,707679277","128,5974211","60,23775622","151,2964977"
2018-07-18/13:06:53,"213,543","6162,272529","3260,54","2099,56","-4788,98","-70,2844","21,8535","0,921927","4,4022","5,33713","6,7777805","10,842524","-152,78948","55,894238","-71,038931","-307,66498","22,488395","5,5849307","308,5363176","-285,80909","47,305844","-7,2139144","2,94598","-1,9745404","-4,0747012","5,401925381","-1,5257337","-10,437387","-8,3587094","5,52284","13,8812","5,43396","13,5429","19,8705","0,147477","0,990808","0,77550776","-0,09372254","-0,62434269","0,598872",0,"0,800845","0,940962","126,986","56,490809","44,037134","21,8545","4,023728","4,322670607","5,461708251","1,0577924","0,40688768","0,65090474","1,2485","0,5175497371","12,14025408","0,3499200508","596,1481486","2,298479478","108,6675717","58,05444023","125,7403799"
2018-07-21/03:10:17,"215,128","5577,467176","2414,32","770,844","-4968,4","-74,2668","159,329","0,920635","4,75233","5,82349","4,8468752","10,398441","-159,68964","9,8400907","-71,222736","-340,31312","18,223211","33,828135","342,4754703","-318,90114","1,0423158","20,75899","1,3598382","-1,0488119","-0,99447192","1,984474926","1,1270062","-5,9048011","-0,30972403","2,26626","6,8526","1,98722","6,86774","20,3848","0,0535042","3,05277","0,85859387","-0,11172008","-0,50033508","0,617012",0,"0,786954","0,970168","882,993","19,883299","39,838279","26,0883","7,5880909","15,6489152","17,22427804","7,3875809","2,3487005","5,0388804","1,018","0,1901293342","33,04690112","0,4654274647","1801,276335","2,20040617","104,5879262","64,35014375","139,3350182"
2018-07-31/02:46:00,"221,292","5853,652018","2264,05","338,04","-5387,49","-74,0427","224,555","0,916129","2,96413","2,97243","5,9738622","9,5753121","-136,88155","-13,040386","-68,923442","-320,1664","41,85928","-15,989251","323,2868373","-294,84319","79,995214","-16,027768","2,3823363","0,61072055","-1,9537938","3,140989661","-3,5658396","0,43655164","-5,6697599","3,26895","6,92638","3,19798","6,92638","11,5602","0,106273","1,05332","0,5302396","-0,033885566","-0,84717043","0,640903",0,"0,767622","0,947552","938,862","40,515712","43,230687","22,6987","3,1908983","3,890779671","7,979295471","1,8146924","0,69718957","1,1175028","1,0995","0,3009331412","20,87900749","0,2586781626","1074,281271","3,079914803","132,4299526","67,24598157","134,0436042"
2018-08-07/01:30:07,"225,616","7491,650676","4013,65","3518,78","5256,77","20,9232","58,2424","0,913467","5,95877","6,39717","9,411274","10,121503","-178,90012","50,151309","103,40708","-343,20156","19,256476","13,392377","344,0021489","-312,50416","40,529167","36,997276","-1,0572919","-0,2247433","-4,2954174","4,429332495","7,4943186","-12,116115","-5,2615656","3,6047","13,5977","4,47005","15,317","21,7035","0,238765","1,27912","0,55814035","0,33988363","0,7569402","0,622245",0,"0,782823","0,945975","1001,6","39,942069","49,053655","27,8063","3,1923521","4,378152001","8,612527029","2,3455542","1,1301339","1,2154203","1,0895","0,4243671852","14,80601123","0,5887967566","810,6238203","2,099426018","93,4020774","57,60522788","78,60613186"
2018-08-22/09:11:09,"235,232","6114,822293","3362,51","1305,56","4937,62","28,849","75,2627","0,909068","1,14605","1,28264","18,432919","20,341173","-269,31623","71,140584","175,17501","-540,16566","38,822194","-17,725543","541,8489622","-484,229","76,038055","-30,239936","2,4676154","-0,11232116","1,4546118","2,866642164","3,0704645","-6,7783758","-0,1700512","2,94922","7,70002","2,89666","7,78524","14,7166","0,0929587","2,10887","0,84510284","-0,053219927","0,53194815","0,58151",0,"0,813539","0,978669","58,9169","59,019189","68,447559","1,85212","6,8270078","7,929467101","9,180894746","2,1325429","1,0137952","1,1187477","1,0005","0,274648351","22,87720019","0,2809613188","1972,882634","4,688588644","212,9771761","56,64019247","151,3465544"
2018-08-30/07:24:00,"240,24","5376,354351","2531,6","488,03","4717,84","32,4723","170,31","0,907623","2,33591","3,02122","11,081128","12,9432","-243,04091","-21,101744","137,9066","-440,91022","24,015498","-9,7497064","441,6713971","-347,29501","13,587879","65,286841","2,9966842","0,49546793","0,23625526","3,046542501","4,0157393","3,3277768","-1,7168478","3,05926","6,08908","3,06242","6,07063","15,5964","0,170789","1,82413","0,8959053","-0,016205111","0,44394941","0,569325",0,"0,822113","0,986996","514,361","43,705249","52,234476","24,0717","6,9203919","9,146071977","10,10568312","2,409499","1,111372","1,2981269","1,0685","0,2918843115","21,52628648","0,3804881463","1513,172787","3,054944647","149,1786917","61,90877985","167,1120435"
2018-08-30/20:37:05,"240,587","5789,26011","3518,2","474,743","4573,01","26,6542","335,006","0,907545","1,85976","2,41578","10,122414","10,596505","-146,40629","26,385801","77,412025","-409,89861","32,453139","0,24409524","411,181391","-351,24357","54,228402","2,8493833","2,2380881","0,59980707","0,99098591","2,520091256","0,51096239","6,3254593","1,1765478","2,24753","7,07135","2,52148","6,96118","17,6926","0,0351773","1,62332","0,90376067","0,26163767","0,33876598","0,549085",0,"0,835766","0,955184","254,019","40,329638","48,970513","3,5187","7,361203","8,972968901","10,19551405","2,4404002","1,1922794","1,2481208","1,002","0,2414458688","26,02316344","0,262548947","1702,996175","3,416377322","167,1884978","52,57578649","150,0324723"
2018-09-07/09:40:25,"245,366","5692,566101","3875,5","-297,396","4159,01","25,9216","202,279","0,906753","4,42454","4,94883","8,0802202","14,175708","-149,29042","35,735852","71,963691","-354,08036","-4,0098664","-0,32950505","354,1032179","-320,64899","-17,209689","6,0589276","-1,1807378","1,9277392","-0,97260924","2,460952846","3,2603661","9,5402846","-2,0110546","2,71443","11,1005","2,51176","10,7187","17,1319","0,145449","1,86121","0,79171151","-0,39874549","0,46281196","0,513472",0,"0,858106","0,931012","258,687","26,045985","50,047209","28,9414","5,3657044","10,70733471","13,59530914","6,2850221","2,2818353","4,0031867","1,0265","0,2357799134","26,64851818","0,463248848","1501,837934","2,386949624","108,3928871","47,09379674","61,88419286"
2018-09-08/07:49:16,"245,952","5322,376512","3115,58","-277,914","4306,23","29,7147","239,636","0,906693","3,44632","4,06187","23,665632","21,096428","-232,79494","97,949147","133,31926","-446,69978","111,30133","25,144985","461,0433274","-422,90697","84,021128","26,406098","4,2376009","-3,1983046","3,027851","6,111816046","-3,6096687","-10,715622","3,40248","6,31283","13,0821","6,22164","11,9402","21,5201","0,248317","2,1265","0,59405702","-0,59304594","0,54350048","0,55236",0,"0,833605","0,815891","802,761","73,10093","74,123545","7,48361","4,0582525","4,346122964","6,306942024","1,6047484","0,84842798","0,75632038","1,022","0,585563214","10,73015715","0,6116817988","787,3502236","2,634702061","122,8165933","54,17059521","140,4515203"
2018-09-09/01:30:39,"246,419","5224,256818","2940,11","-311,701","4307,14","34,6019","342,14","0,906651","4,99404","5,07365","7,4682913","7,1362904","-208,59774","9,4922844","123,3117","-374,30367","47,033284","-5,2999894","377,2843186","-316,15622","63,057334","-35,622981","2,7900038","-1,5386573","0,24719651","3,195730528","2,3480236","-6,1940127","-2,0690328","3,23122","6,90988","3,22252","7,59358","20,5209","0,0862708","2,07579","0,80689422","-0,32275244","0,49472475","0,567095",0,"0,823653","0,957636","1057,79","31,453257","43,193512","26,0884","6,8682041","10,16828276","11,99507951","2,8281376","1,4462143","1,3819233","1,0615","0,3061777751","20,52136314","0,5935755468","1232,239402","2,357405372","102,0255251","55,75169141","158,0104358"
2018-09-18/06:09:45,"252,254","4989,24493","2866,08","-1061,62","3943,49","33,072","349,401","0,90656","3,72358","4,31172","21,929369","16,581764","-238,33558","25,004128","117,4707","-504,58266","53,12989","14,624169","507,5828132","-455,04182","85,804924","12,516869","2,4630464","-1,9950106","0,61685523","3,229113692","-1,6957574","-2,9102964","2,959906","3,2315","5,15572","3,23459","6,13218","16,013","0,0578997","2,42802","0,46402622","-0,69165504","0,55343742","0,553421",0,"0,832902","0,781746","1207,06","36,562414","69,814464","27,5035","3,6335133","7,187533576","13,88263951","5,518985","3,142672","2,376313","1,028","0,3093761621","20,30920955","0,8010525023","1640,665557","2,557226792","118,1556524","54,9387598","144,8272317"
2018-09-18/19:15:03,"252,6","5651,810533",4245,"-1633,13","3354,97","16,7014","152,311","0,90658","3,27719","3,3508","18,647989","12,665547","-241,73495","-70,280373","135,90754","-476,14921","30,816539","-8,4325758","477,2199049","-427,8731","62,734034","-13,310764","3,0448536","0,72023849","0,9200997","3,261358672","6,1082991","2,3668845","-5,6573156","3,25768","8,71747","3,26876","9,61413","30,937","0,0615628","3,92574","0,90428562","-0,21937902","0,36625179","0,471023",0,"0,882121","0,998028","194,057","39,384738","64,535784","25,9555","6,511962","11,18260154","12,11687392","3,8673982","2,3031317","1,5642665","1,0395","0,3124655015","20,10841286","0,6231967734","1527,272299","2,900816571","125,9459007","41,31539666","157,256491"
