2018-07-01	8:06:45	80.1	0.275
2018-07-01	9:55:46	76.8	0.275
2018-07-01	14:16:02	74.9	0.264
2018-07-01	17:14:16	75.2	0.265
2018-07-01	21:39:46	82.1	0.222
2018-07-02	19:43:16	75.6	0.345
2018-07-03	19:42:02	85.8	0.172
2018-07-04	8:47:06	83.5	0.159
2018-07-04	11:30:37	75.6	0.182
2018-07-04	20:40:02	78.1	0.158
2018-07-05	1:05:28	78.0	0.15
2018-07-05	2:57:06	88.8	0.15
2018-07-05	12:05:50	74.9	0.316
2018-07-05	14:22:02	82.4	0.439
2018-07-05	16:19:17	81.1	0.439
2018-07-06	5:39:40	85.1	0.922
2018-07-06	12:34:56	86.1	0.76
2018-07-06	16:45:57	72.1	1.181
2018-07-07	10:28:24	83.9	1.344
2018-07-07	12:43:04	73.9	1.344
2018-07-07	15:23:00	76.1	0.586
2018-07-08	2:11:18	70.8	0.649
2018-07-08	6:22:20	85.8	1.822
2018-07-08	11:01:48	83.9	1.044
2018-07-08	13:24:31	82.9	1.178
2018-07-08	15:36:14	78.3	1.178
2018-07-08	19:49:12	76.6	0.648
2018-07-08	22:18:45	76.9	0.523
2018-07-09	2:41:14	72.5	0.333
2018-07-09	4:37:22	86.7	0.333
2018-07-09	7:03:14	80.4	0.468
2018-07-09	9:16:51	86.4	0.468
2018-07-09	13:48:58	83.4	0.438
2018-07-09	20:26:08	71.4	0.419
2018-07-10	3:09:04	85.5	0.409
2018-07-10	7:32:02	83.0	0.371
2018-07-10	9:35:06	78.5	0.272
2018-07-10	11:48:07	86.2	0.272
2018-07-11	3:33:45	78.6	0.142
2018-07-11	12:21:46	79.8	0.165
2018-07-11	14:41:49	79.1	0.165
2018-07-11	19:02:03	76.4	0.289
2018-07-11	21:26:36	72.2	0.421
2018-07-12	1:43:41	73.1	0.501
2018-07-12	8:22:50	76.1	0.713
2018-07-12	10:28:02	73.2	0.717
2018-07-12	17:34:25	82.6	1.234
2018-07-12	21:55:16	79.3	1.197
2018-07-13	2:10:29	80.9	1.066
2018-07-13	4:20:53	78.7	0.918
2018-07-13	6:49:24	72.6	0.918
2018-07-13	15:37:34	86.6	0.709
2018-07-14	9:19:57	71.1	0.988
2018-07-14	13:43:23	70.3	0.632
2018-07-14	15:41:40	11.0	0.392
2018-07-14	20:14:31	18.1	0.47
2018-07-14	22:42:30	86.7	0.47
2018-07-15	7:22:42	83.3	0.316
2018-07-15	16:37:12	71.7	0.359
2018-07-16	1:28:29	70.3	0.295
2018-07-16	5:46:29	77.0	0.231
2018-07-16	10:13:11	75.1	0.294
2018-07-16	23:34:58	82.3	0.3
2018-07-17	1:41:54	79.3	0.25
2018-07-17	3:58:01	74.3	0.25
2018-07-17	6:08:59	84.4	0.265
2018-07-17	8:34:52	77.9	0.265
2018-07-17	12:54:09	72.4	0.257
2018-07-17	19:25:20	87.5	0.236
2018-07-17	21:41:12	83.2	0.236
2018-07-18	2:06:57	81.3	0.284
2018-07-18	4:21:44	88.7	0.474
2018-07-18	6:41:01	76.7	0.474
2018-07-18	8:39:41	88.5	0.56
2018-07-18	10:56:25	87.6	0.56
2018-07-18	15:33:05	77.6	0.502
2018-07-18	22:09:03	76.2	0.7
2018-07-19	2:26:11	78.2	1.899
2018-07-19	7:07:45	79.1	0.505
2018-07-19	9:01:04	81.5	0.505
2018-07-19	11:38:49	80.4	0.935
2018-07-19	13:57:48	82.3	0.935
2018-07-19	15:44:10	75.0	1.365
2018-07-19	22:36:10	75.6	0.734
2018-07-20	0:41:14	79.1	0.421
2018-07-20	5:15:08	80.8	0.31
2018-07-20	7:36:16	76.1	0.31
2018-07-20	13:57:29	80.2	0.273
2018-07-20	18:24:26	73.6	0.263
2018-07-21	1:31:52	84.1	0.375
2018-07-21	5:55:01	74.2	0.441
2018-07-21	21:06:54	81.2	0.748
2018-07-22	1:33:26	72.6	0.879
2018-07-22	12:54:49	70.7	0.814
2018-07-22	19:44:28	72.6	0.953
2018-07-23	4:17:25	79.4	0.952
2018-07-23	6:35:37	83.6	0.952
2018-07-23	8:38:50	80.4	0.748
2018-07-23	17:18:48	11.6	0.32
2018-07-23	22:00:02	74.4	0.35
2018-07-24	2:27:13	86.0	0.333
2018-07-24	4:59:16	84.2	0.333
2018-07-24	6:48:39	73.5	0.276
2018-07-24	11:12:15	79.5	0.245
2018-07-25	7:33:56	78.2	0.256
2018-07-25	9:27:04	78.1	0.277
2018-07-25	16:30:21	85.4	0.791
2018-07-25	20:51:27	70.6	2.321
2018-07-25	22:45:33	74.4	1.216
2018-07-26	14:42:44	72.1	0.627
2018-07-27	5:46:11	73.6	0.386
2018-07-27	19:01:36	85.2	0.318
2018-07-27	21:44:48	71.3	0.318
2018-07-28	6:53:15	11.4	0.312
2018-07-28	15:33:34	83.5	0.37
2018-07-28	21:47:20	77.3	0.353
2018-07-29	13:40:24	77.4	0.349
2018-07-29	22:27:36	82.4	0.267
2018-07-30	7:27:08	71.9	0.276
2018-07-30	20:40:16	71.8	0.259
2018-07-30	22:32:36	79.5	0.238
2018-07-31	7:27:01	73.3	0.272
2018-07-31	16:15:49	77.8	0.471
2018-07-31	18:54:38	82.4	0.471
2018-07-31	20:41:05	76.5	0.265
2018-08-01	1:07:41	85.2	0.255
2018-08-01	10:03:03	81.5	0.695
2018-08-01	12:43:43	71.2	0.695
2018-08-01	21:37:18	81.4	0.49
2018-08-02	3:47:31	75.0	0.343
2018-08-02	15:18:14	82.2	0.627
2018-08-02	17:05:49	79.3	0.446
2018-08-02	19:44:12	78.5	0.446
2018-08-03	4:44:18	82.2	0.899
2018-08-03	6:19:40	74.3	0.777
2018-08-03	17:47:35	82.6	0.409
2018-08-04	2:49:56	73.0	1.162
2018-08-04	11:36:59	87.4	0.506
2018-08-04	20:26:23	72.1	0.313
2018-08-05	7:07:45	71.6	0.457
2018-08-05	9:48:19	84.9	0.457
2018-08-05	11:31:11	70.5	0.392
2018-08-05	23:08:19	84.2	0.612
2018-08-06	0:41:58	71.9	0.561
2018-08-06	8:08:21	81.7	0.636
2018-08-06	12:28:20	85.2	0.428
2018-08-06	16:51:18	78.3	0.782
2018-08-06	18:30:24	72.1	1.323
2018-08-07	10:28:55	83.2	0.345
2018-08-07	21:06:02	75.0	0.4
2018-08-07	23:49:05	84.5	0.4
2018-08-08	8:43:53	86.2	0.328
2018-08-08	10:21:16	76.8	0.301
2018-08-08	17:32:42	73.0	0.273
2018-08-09	4:04:43	79.9	1.364
2018-08-10	4:57:28	85.3	0.409
2018-08-10	13:53:27	77.2	0.366
2018-08-10	18:06:27	74.4	0.253
2018-08-10	19:59:43	76.1	0.264
2018-08-11	4:43:04	81.4	0.279
2018-08-11	11:52:38	82.1	0.461
2018-08-11	16:25:42	83.7	0.393
2018-08-11	18:08:01	70.8	0.336
2018-08-11	22:37:01	81.0	0.487
2018-08-12	5:41:11	81.3	0.811
2018-08-12	14:27:27	73.9	0.938
2018-08-12	16:20:45	70.8	1.122
2018-08-12	23:22:22	71.8	1.009
2018-08-13	1:06:56	75.2	0.925
2018-08-13	3:51:32	74.3	0.925
2018-08-14	6:33:54	81.0	0.609
2018-08-14	10:56:35	74.5	0.485
2018-08-14	15:24:06	78.4	0.473
2018-08-14	19:42:01	86.5	0.334
2018-08-14	21:19:25	70.9	0.242
2018-08-15	4:38:42	71.9	0.228
2018-08-15	17:59:54	85.9	0.334
2018-08-16	15:56:50	86.9	1.372
2018-08-16	22:05:35	75.3	0.913
2018-08-17	11:23:14	81.0	0.922
2018-08-17	22:56:20	82.8	0.852
2018-08-18	3:15:43	77.1	0.806
2018-08-18	12:18:36	83.9	0.847
2018-08-18	18:19:27	77.4	0.494
2018-08-18	22:51:17	83.3	0.314
2018-08-19	5:58:22	75.0	0.283
2018-08-19	10:21:17	84.5	0.293
2018-08-20	1:16:43	17.8	0.39
2018-08-20	8:29:23	79.8	0.669
2018-08-20	21:43:13	75.5	1.689
2018-08-21	8:12:29	78.1	0.52
2018-08-21	19:58:46	15.1	0.42
2018-08-21	21:33:16	85.7	0.356
2018-08-22	22:25:51	86.0	0.511
2018-08-23	0:07:20	80.2	0.439
2018-08-24	5:24:47	74.9	0.332
2018-08-24	7:13:35	88.6	0.308
2018-08-24	9:49:08	82.4	0.308
2018-08-24	11:28:38	70.7	0.272
2018-08-26	12:14:53	72.4	0.389
2018-08-26	16:42:03	76.9	0.29
2018-08-27	1:26:00	87.0	0.633
2018-08-27	10:12:27	70.4	2.721
2018-08-28	19:55:43	86.5	0.77
2018-08-29	6:23:23	70.7	0.381
2018-08-29	13:46:19	82.9	0.436
2018-08-29	22:34:14	80.2	0.476
2018-08-30	2:55:40	79.3	0.484
2018-08-31	9:53:03	76.4	0.305
2018-09-01	3:29:45	75.6	0.483
2018-09-01	7:54:03	86.3	0.416
2018-09-01	9:33:23	77.1	0.522
2018-09-01	21:06:01	79.6	0.279
2018-09-02	1:34:27	84.1	0.316
2018-09-02	3:24:29	79.9	0.333
2018-09-02	5:58:03	88.6	0.333
2018-09-02	10:22:41	70.9	0.405
2018-09-02	12:10:13	77.9	0.491
2018-09-02	16:34:36	75.8	0.438
2018-09-02	23:40:25	75.2	0.529
2018-09-03	8:34:49	77.1	1
2018-09-03	10:11:59	5.8	0.69
2018-09-04	15:30:13	84.1	1.006
2018-09-04	19:45:15	82.8	0.752
2018-09-05	17:56:08	81.0	0.338
2018-09-05	19:37:13	14.8	0.302
2018-09-06	2:40:36	85.8	0.441
2018-09-06	7:10:05	82.0	0.479
2018-09-06	15:58:34	72.6	0.53
2018-09-06	17:38:44	77.8	0.511
2018-09-06	22:02:02	73.2	0.434
2018-09-07	5:12:58	72.2	0.466
2018-09-07	22:46:54	76.8	0.722
2018-09-08	14:00:42	70.3	0.417
2018-09-08	16:30:46	80.8	0.417
2018-09-09	10:15:33	74.2	0.384
2018-09-10	14:29:01	72.4	0.222
2018-09-10	18:55:39	83.0	0.215
2018-09-11	1:56:53	76.8	0.267
2018-09-11	6:23:08	83.2	1.051
2018-09-11	8:04:29	71.8	1.405
2018-09-11	10:48:03	82.2	1.405
2018-09-11	12:30:18	72.1	1.735
2018-09-12	4:20:52	72.6	1.163
2018-09-12	8:50:15	79.6	0.653
2018-09-12	10:38:34	82.3	0.567
2018-09-12	15:01:52	80.1	0.526
2018-09-12	19:23:47	79.7	0.42
2018-09-13	4:21:52	74.9	0.349
2018-09-13	15:37:08	80.3	0.393
2018-09-14	2:20:51	77.1	0.675
2018-09-14	9:18:42	17.2	0.575
2018-09-15	7:22:55	84.3	0.322
2018-09-15	11:48:22	86.4	0.342
2018-09-15	16:10:37	87.1	0.263
2018-09-15	20:38:45	84.8	0.32
2018-09-15	22:31:06	74.5	0.4
2018-09-16	5:25:00	80.9	0.308
2018-09-16	9:45:35	82.5	0.246
2018-09-16	11:34:26	81.2	0.216
2018-09-16	16:07:13	80.4	0.188
2018-09-16	18:41:33	77.2	0.188
2018-09-16	20:29:51	86.2	0.204
2018-09-17	0:54:06	71.7	0.289
2018-09-17	18:33:36	78.1	1.344
2018-09-18	23:39:13	76.9	0.458
2018-09-19	1:27:36	72.6	0.478
2018-09-19	8:27:38	71.1	0.461
2018-09-19	10:20:38	81.4	0.39
2018-09-19	14:51:37	82.4	0.359
2018-09-20	1:44:05	9.8	0.325
2018-09-20	19:43:25	77.2	0.194
2018-09-21	10:50:18	88.4	0.188
2018-09-21	15:10:21	86.3	0.263
2018-09-23	2:36:21	71.0	0.456
2018-09-23	11:45:12	70.5	0.204
2018-09-23	15:53:45	85.8	0.185
2018-09-23	20:15:32	75.9	0.183
2018-09-25	5:24:38	74.5	0.315
2018-09-25	7:39:46	72.6	0.341
2018-09-25	9:50:16	72.0	0.341
2018-09-25	16:28:19	72.2	0.618
2018-09-26	8:06:47	74.1	1.147
2018-09-26	18:46:55	80.9	0.495
